Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
San Marino,SMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,2.62883997,2.702960014,,,,3.442865849,3.337201595,3.369970083,3.555160046,3.379699945,3.424619913,,
Somalia,SOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,0.127174035,0.230991215,0.270000011,,,
Serbia,SRB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,4.209839821,4.441999912,4.483980179,4.327809811,4.238359928,4.164209843,,3.926980019,3.78640008,3.63470006,3.710160017,3.582319975,3.616470098,,,
Sub-Saharan Africa (excluding high income),SSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.646094918,3.114860058,3.004930019,,3.107130051,3.234709978,3.009919882,,3.063070059,3.173939943,3.502229929,3.445180058,3.452700019,3.61578989,3.516535044,3.67008996,3.561609983,3.775149941,3.696439981,3.586115003,3.443020105,,
South Sudan,SSD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,0.962890029,1.245528102,1.024500012,1.232460022,1.465559959,1.543900013,,,,,,
Sub-Saharan Africa,SSF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.646094918,3.114860058,3.004930019,,3.107130051,3.234709978,3.009919882,,3.063070059,3.173939943,3.502229929,3.445180058,3.452700019,3.61578989,3.516535044,3.67008996,3.561609983,3.775149941,3.696439981,3.586115003,3.443020105,,
Small states,SST,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.983469963,5.033349991,4.908049822,5.273099899,4.876749992,5.54847002,,,6.191319942,6.079265118,5.028724909,4.655255079,4.633774996,4.964245319,5.1244452,5.144189835,5.15763998,4.992224932,4.834589958,4.719299793,4.608170033,,
Sao Tome and Principe,STP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,2.720580101,3.246929884,3.234709978,4.856450081,4.271180153,6.286829948,5.554490089,10.67790031,9.651470184,8.89109993,6.339509964,5.939690113,3.749059916,3.864599943,5.173039913,5.036369801,5.235109806,5.921549797,5.011380196,,
Suriname,SUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,5.53467989,5.640520096,5.458670139,4.922540188,6.832260132,5.007070065,,
Slovak Republic,SVK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.864680052,3.93569994,4.245399952,4.209569931,4.101570129,3.759959936,3.707700014,3.523210049,3.521650076,4.006410122,4.060910225,3.915199995,3.874190092,4.084050179,4.230410099,4.592060089,3.91286993,3.942780018,3.972569942,4.29046011,4.610000134,,
Slovenia,SVN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,5.756830215,5.672860146,5.70333004,5.64425993,5.6040802,5.590660095,5.11661005,5.109519958,5.554969788,5.545460224,5.541259766,5.620230198,5.405729771,5.291699886,4.909530163,4.792669773,4.780539989,4.935870171,4.910289764,5.760000229,,
Sweden,SWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.740149975,6.617640018,6.924349785,6.791429996,6.663109779,6.506400108,6.364290237,6.171589851,6.344550133,6.749710083,6.522689819,6.366919994,7.536970139,7.611209869,7.573729992,7.443900108,7.618619919,7.568830013,7.640840054,7.638510227,7.170000076,,
Eswatini,SWZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.508480072,4.838240147,4.440869808,5.816770077,5.401609898,6.484620094,6.554759979,,6.618120193,6.471350193,6.118370056,6.864329815,5.594088554,5.084610462,7.070590019,5.355750084,5.414669991,6.138090134,5.679160118,5.645549774,5.342339993,4.995299816,
Sint Maarten (Dutch part),SXM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,5.193329811,5.374929905,,,4.770120144,,,,3.548259974,3.606440067,2.613929987,3.608129978,4.083680153,4.222899914,4.421020031,3.677289963,4.498839855,3.914589882,5.150730133,,
Syrian Arab Republic,SYR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,4.54640007,5.269849777,6.480840206,5.371479988,,5.279650211,4.864709854,4.59525013,5.130139828,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.718830109,4.843009949,5.069139957,4.728779793,,2.540999889,,,,,,,2.97579217,2.674149275,2.591910362,3.093250036,2.907449961,2.740550041,2.743769884,2.505089998,3.270499945,4.494299889,
Chad,TCD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.646709919,2.42614007,,,1.592949986,1.694769979,,,,2.311739922,1.981940031,2.2579,2.206150055,2.850709915,2.599999905,2.400000095,2.299999952,2.454819918,2.25948,2.372459888,2.90850997,2.88812995,
East Asia & Pacific (IDA & IBRD countries),TEA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.208930016,2.69233501,2.89222002,,2.748470068,,,3.061334968,3.569250107,3.805969954,3.508440018,3.52196002,3.596918344,3.824398518,3.726639986,3.82487011,3.767617464,3.566385746,3.37054503,3.188205838,3.569999933,,
Europe & Central Asia (IDA & IBRD countries),TEC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.343394995,3.384239912,3.343114972,3.61125505,3.380215049,3.642030001,3.866260052,3.940870047,4.162065029,4.316190004,3.880484104,4.159034967,4.018030167,4.201519966,4.082929134,4.121997356,4.294914961,4.199480057,4.169684887,3.916860104,4.446203709,,
Togo,TGO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.920900106,3.767040014,3.487449884,3.326090097,3.109630108,3.159780025,3.435009956,3.510629892,3.285300016,3.867880106,4.096350193,4.309299946,4.719200134,4.423649788,4.78455019,5.10860014,3.686490059,3.760529995,4.043940067,4.069139957,3.991250038,,
Thailand,THA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.25345993,4.81787014,3.864919901,3.725610018,4.030889988,3.93859005,4.05038023,3.603149891,3.508500099,3.861939907,3.508440018,4.805550098,3.596918344,3.824398518,3.919177532,3.86397624,3.767617464,3.465321541,3.198600054,3.020620108,3.145710945,,
Tajikistan,TJK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.328710079,2.376590014,2.775789976,2.420789957,2.772030115,3.512130022,3.40350008,3.413269997,3.459830046,4.098309994,4.006750107,3.935110092,4.018030167,,,4.967740059,5.763679981,5.83796978,5.5583601,5.712900162,5.917162895,,
Turkmenistan,TKM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,3.049249887,,,,,,,3.120650053,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.643519998,3.839125037,3.750370026,3.458904982,3.578660011,,3.669059992,3.627320051,4.458109856,5.187940121,4.670629978,4.410675049,4.54982996,4.84394002,4.760030031,4.470389843,4.362750053,4.470970154,4.459549904,4.506219864,4.552070141,,
Timor-Leste,TLS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,8.670570374,12.90345955,11.10760975,10.1947298,7.166745186,5.68140316,7.660111904,6.295632839,6.019239902,5.144508839,4.819879055,4.137038231,4.153061867,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,4.619999886,4.864709854,4.33701992,5.130139828,3.625915051,3.442485094,4.482394934,3.811264992,4.25138998,3.930850029,4.050000191,3.76947999,3.791549921,3.32583499,3.631215096,,
Tonga,TON,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.878079891,4.477560043,3.795000076,4.159510136,3.91376996,,,,,,,,,,,,,,6.372910023,7.959630013,6.520573139,6.60617733,
South Asia (IDA & IBRD),TSA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.550115108,,,3.11435008,2.556040049,2.569999933,2.647755027,2.635270119,2.746229887,2.934514999,3.377690077,2.841879964,2.728139997,2.848063111,2.465929985,2.952909946,3.463156104,3.136415005,2.898598313,2.860664964,2.860859394,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.646094918,3.114860058,3.004930019,,3.107130051,3.234709978,3.009919882,,3.063070059,3.173939943,3.502229929,3.445180058,3.452700019,3.61578989,3.516535044,3.67008996,3.561609983,3.775149941,3.696439981,3.586115003,3.443020105,,
Trinidad and Tobago,TTO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.755650043,3.065289974,3.543009996,3.136600018,,,,,,,,4.296020031,4.54982996,5.118800163,5.331940174,3.387209892,3.953910112,3.575500011,3.304039955,3.698090076,4.103740215,,
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.201960087,6.201849937,5.790060043,6.81675005,6.720789909,6.451570034,6.438799858,6.464519978,6.271570206,6.528480053,5.963039875,7.554369926,5.950860023,6.967450142,6.881869793,6.220449924,7.32434988,,,,,,
Turkiye,TUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.516880035,2.634619951,2.728060007,2.851310015,2.989989996,,2.728060007,,,,3.787013531,4.221519947,4.387219906,4.344810009,4.412580013,4.322199821,4.627739906,4.323689938,4.294069767,4.447780132,3.359999895,,
Tuvalu,TUV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,3.561229944,3.546250105,3.009919882,4.033420086,4.185910225,3.960760117,4.541699886,3.558290005,3.470930099,3.357959986,3.384880066,4.194869995,4.101970196,4.430510044,3.696439981,3.596839905,3.225150108,3.297790051,
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.461669922,,,,4.952370167,2.900000095,2.50999999,2.339999914,1.960000038,1.649999976,1.727399945,2.298909903,1.797469974,1.871140003,1.914720058,2.32152009,2.1378901,2.253639936,2.130520105,1.529999971,2.586280107,2.66505003,
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.022930145,4.525680065,5.240069866,5.400189877,5.123760223,5.848199844,5.979459763,5.902440071,6.152420044,7.050749779,7.397079945,5.937709808,6.442699909,6.41989994,5.874939919,5.74255991,5.00977993,5.417079926,5.319920063,5.441299915,5.382319927,,
Upper middle income,UMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.901460052,3.833570004,3.750370026,3.862030029,3.912549973,4.049594879,3.916719913,4.083010197,4.030134916,4.426460028,3.857969999,4.229939938,3.847395062,3.955369949,4.082929134,3.969330072,3.962090015,4.199480057,4.149760008,3.979709983,4.134130001,,
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.422549963,2.800960064,2.32220006,2.068209887,2.499540091,2.714750051,2.880259991,,,,,4.355269909,4.330517292,4.519380093,4.584980011,4.554249763,4.382810116,4.470970154,4.662799835,4.703259945,4.552070141,,
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,6.719973087,6.521565437,6.275856495,6.25093174,6.137388229,4.953410149,4.798150063,5.109220028,4.912330151,4.988709927,6.050000191,,
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,6.195859909,6.395229816,5.741909981,5.713230133,5.494440079,5.380899906,5.032820225,5.900000095,7.001860142,4.922790051,,
St. Vincent and the Grenadines,VCT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.913780212,,7.801959991,8.637809753,,6.350800037,,5.671040058,,5.689780235,5.085229874,,,,,5.160556793,5.733399868,5.73195982,5.693779945,,,,
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,3.669059992,3.627320051,,6.874680042,,,,,,1.930179954,1.190230012,1.344079971,,,,,
British Virgin Islands,VGB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,2.904769897,,,,3.046329975,3.514800072,3.043669939,,3.241650105,3.49770999,,3.565696001,4.469325542,4.018388271,4.71405983,3.797420025,2.462599993,2.434390068,2.630959988,2.590500116,,
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,4.886740208,4.816500187,5.137219906,4.813720226,5.533289909,5.65199995,4.438379765,4.465760231,4.344810009,4.085539818,4.167449951,4.061970234,4.111616611,,
Vanuatu,VUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.003630161,8.95114994,8.131979942,8.441510201,,,,,5.951509953,5.160510063,,,,,5.181950092,5.603380203,,4.533530235,,1.777879953,2.242320061,,
World,WLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.853990078,4.020319939,3.878530025,4.117280006,3.943514943,3.984870076,3.982189894,4.033420086,4.204145193,4.422070026,4.19863987,4.242090225,4.210354805,4.431299925,4.399894953,4.387156487,4.254079819,4.085539818,4.212569952,4.095310211,4.332049847,,
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.582930088,3.826289892,3.841389894,,,,,,5.144209862,,5.849999905,6.610000134,5.159999847,4.670000076,5.409999847,4.857729912,4.164060116,4.183159828,4.532149792,4.706250191,4.809160233,,
Kosovo,XKX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,9.64552021,9.237660408,,,,,,,5.15143013,,4.392223358,5.042026997,5.464789867,,,,,,,,,,
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.908810139,4.636179924,4.54569006,4.352099895,4.508979797,4.524499893,4.526519775,4.446670055,4.374249935,4.761189938,5.134970188,5.288980007,5.523230076,5.350719929,5.489779949,5.482850075,5.444240093,5.598670006,5.644010067,5.917709827,6.192880154,6.604660034,
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1.788190007,,,,2.463429928,1.735530019,,1.240759969,1.099720001,2.940000057,3.700000048,3.799999952,4.199999809,4.300000191,5.199999809,4.624330044,3.747920036,3.729640007,4.739749908,4.46517992,3.702399969,,
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,1.544059992,,6.07020998,5.995979786,6.13835001,5.812789917,5.47262001,5.818779945,3.866110086,,,,
Afghanistan,AFG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,11.25757036,9.941604128,3.296203107,5.179540205,6.010611456,3.783109465,7.095439303,3.667032617,6.518500905,0.531539028,5.137924303,0.230701176,-0.867714055,2.67213058,0.647766203,0.075183066,3.136648358,2.154743412,3.708008821,0.522032315,0,0,0
Algeria,DZA,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,17.97727636,5.665578884,3.602919896,8.796294626,6.951415058,9.711694053,10.13303686,9.036787285,6.117120046,-2.054752232,15.70577405,1.557397014,8.447894047,0.423455033,0.244826245,-2.727088132,6.392286043,4.893979809,1.739767094,1.17949479,-7.566353353,0,0
American Samoa,ASM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angola,AGO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,9.685680302,-4.151374539,13.10478749,18.23741757,-5.620536555,-19.95286572,31.16676949,13.70748531,18.71899909,13.89201015,9.970378535,11.89366745,25.49668861,52.73990954,-13.55342546,-26.80833594,6.146347345,-26.34773839,0,0
Antigua and Barbuda,ATG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.782956771,-5.01709832,-11.35815995,10.76901547,-0.801495361,7.826749053,21.08113757,12.37947592,5.965776221,-7.447222104,11.25485993,9.155646152,-1.556026209,2.103083696,-3.400091673,5.132441849,-2.094468513,5.698693841,-5.60440986,-4.238020503,-7.213269704,0,0
Armenia,ARM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,-0.867632356,8.330657041,14.78357717,19.83944039,10.33830887,14.87318693,14.62707824,16.88729192,9.278265366,-21.95312808,1.590180956,2.687043948,13.0793865,3.459241255,1.232398932,-1.410673204,-1.463881573,10.35332065,4.14324274,5.606346934,-9.150863063,0,0
Aruba,ABW,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.225000702,0.727153848,1.919601429,1.173878338,2.87948221,2.067424262,4.280349162,3.158695721,1.4503418,-5.089145561,2.138350362,1.665539136,-0.306222011,-0.393174273,0.960418612,0.477993384,3.885369663,-0.035534271,2.304106476,1.555332227,-8.070317971,0,0
Azerbaijan,AZE,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.066488918,17.12640466,30.44332143,17.04438929,11.90051712,23.67868856,39.82025929,22.51983441,21.95052249,0.320387289,-4.637276833,17.10541628,1.649965335,0,0,0,0,0,0,0,0,0,0
"Bahamas, The",BHS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.072793173,-2.499967943,10.90984169,-2.146323973,-3.25343067,5.168122284,-2.755940217,4.281412564,-2.956417971,-9.642221162,-2.852943727,-1.188988153,5.784734516,-3.744555118,2.256111828,2.715247237,0.843529804,4.263663226,0.561513331,4.791123665,-24.9274132,0,0
Bahrain,BHR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,4.32688499,-6.409090079,13.28870572,4.982741785,13.36006702,13.44985231,18.28283171,10.05418208,-6.704331334,11.22392067,-7.556324159,21.53698932,7.461737117,1.97229938,3.867943489,6.0020277,4.87757978,-1.314098071,2.245669426,-9.205854745,0,0
Bangladesh,BGD,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.733300397,4.842472735,3.790731988,4.155199092,7.781459466,6.567506079,7.933521505,7.373869989,5.270023986,5.450947624,6.246604626,5.134734585,6.27417143,5.400813603,3.853900809,6.442038712,-9.819065132,6.100415986,9.456114997,15.2177442,5.01428712,0,0
Barbados,BRB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
